No Profile Tanggal Jam O3 CO NO2 SO2 NO CO2 VOC PM1 PM2.5 PM4 PM10 TSP TEMP HUM WS WD ISPU Status 
2630 BANDUNG 2019-06-23 18:53:39 2.91 0.33 16.49 6.53 64.851 394.51 251.841 0 0 0 3.18 0 24.5 79.1 0 13 4 BAIK 
2631 BANDUNG 2019-06-23 19:03:40 12.34 0.26 11.81 13.46 31.098 400.06 251.958 0 0 0 5.46 0 21.9 80.2 0 13 8 BAIK 
2632 BANDUNG 2019-06-23 19:13:39 26.11 0.3 14.69 13.46 41.338 408.5 251.947 0 0 0 1.13 0 24.3 79.9 0 13 11 BAIK 
2633 BANDUNG 2019-06-23 19:23:39 6.3 0.36 17.57 12.11 45.13 409.66 251.977 0 0 0 1.17 0 24 81.9 0.075 13 8 BAIK 
2634 BANDUNG 2019-06-23 19:33:39 0.27 0.61 3 13.16 36.787 379.78 252.04 0 0 0 3.28 0 24.1 85.9 0.075 12 8 BAIK 
2635 BANDUNG 2019-06-23 19:43:39 0.74 0.55 15.23 11.65 40.959 400.89 252.095 0 0 0 8.23 0 23.9 88.5 2.85 11 8 BAIK 
2636 BANDUNG 2019-06-23 19:53:39 4.56 0.46 17.39 13.01 48.544 387.17 252.143 0 0 0 5.66 0 23.8 89.8 0.075 12 8 BAIK 
2637 BANDUNG 2019-06-23 20:03:39 7.42 0.47 11.81 16.02 45.51 400.4 252.013 0 0 0 5.96 0 23.7 91.1 0.075 11 10 BAIK 
2638 BANDUNG 2019-06-23 20:09:26 1.01 0.59 14.69 10.45 46.647 408.03 756.366 0 0 0 0.31 0 70.3 279.3 0 7 7 BAIK 
2639 BANDUNG 2019-06-23 20:23:39 7.57 0.49 12.17 9.09 55.37 404.84 252.232 0 0 0 4.18 0 23.2 94 0 11 6 BAIK 
2640 BANDUNG 2019-06-23 20:33:39 5.46 0.58 11.81 10.9 37.925 409.51 252.255 0 0 0 2.15 0 23.2 94.4 0 11 7 BAIK 
2641 BANDUNG 2019-06-23 20:43:39 4.4 0.54 13.79 2.51 56.129 398.22 252.314 0 0 0 1.4 0 23.2 94.5 0 11 5 BAIK 
2642 BANDUNG 2019-06-23 20:53:40 6.94 0.61 9.83 11.35 41.717 403.44 252.272 0 0 0 11.14 0 23 94.9 0 11 11 BAIK 
2643 BANDUNG 2019-06-23 21:03:39 2.81 0.54 11.99 13.76 48.544 379.84 252.302 0 0 0 1.2 0 23.2 92.1 0 12 9 BAIK 
2644 BANDUNG 2019-06-23 21:13:39 4.56 0.59 15.23 6.83 59.163 397.33 252.137 0 0 0 4.43 0 23.2 82.2 0 12 6 BAIK 
2645 BANDUNG 2019-06-23 21:23:39 5.99 0.69 9.83 6.83 43.613 388.32 252.259 0 0 0 4.49 0 20.9 90.8 0 12 7 BAIK 
2646 BANDUNG 2019-06-23 21:33:39 3.71 0.68 19.54 10.45 32.615 405.57 252.309 0 0 0 11.98 0 23 90.9 0 12 12 BAIK 
2647 BANDUNG 2019-06-23 21:43:39 4.5 0.7 12.17 9.09 23.134 405.72 252.109 0 0 0 12.48 0 22.8 92.4 0 12 12 BAIK 
2648 BANDUNG 2019-06-23 21:53:39 3.92 0.68 23.14 28.23 44.751 397.66 252.261 0 0 0 10.56 0 22.4 94.5 0 12 18 BAIK 
2649 BANDUNG 2019-06-23 22:03:39 1.22 0.82 18.28 3.87 72.436 384.92 252.175 0 0 0 2.26 0 22.5 94.8 0 12 8 BAIK 
2650 BANDUNG 2019-06-23 22:13:39 2.17 0.79 15.59 3.52 42.476 401.46 252.161 0 0 0 15.36 0 22.4 96.7 0 12 15 BAIK 
2651 BANDUNG 2019-06-23 22:23:39 5.67 0.81 8.39 12.41 33.374 392.94 252.078 0 0 0 10.04 0 22.2 97.1 0.075 12 10 BAIK 
2652 BANDUNG 2019-06-23 22:33:39 5.35 0.7 12.35 11.2 40.959 405.69 252.203 0 0 0 9.27 0 22.2 97.1 0 12 9 BAIK 
2653 BANDUNG 2019-06-23 22:43:39 16.79 0.8 8.03 16.63 39.063 406.35 252.281 0 0 0 1.32 0 22.1 97.3 0 12 10 BAIK 
2654 BANDUNG 2019-06-23 22:53:39 5.03 0.74 12.71 7.43 60.3 406.72 252.316 0 0 0 7.44 0 22.1 97.3 0 12 7 BAIK 
2655 BANDUNG 2019-06-23 23:03:39 6.62 0.81 11.63 8.19 40.2 393.97 252.427 0 0 0 12.17 0 21.8 99.9 0 12 12 BAIK 
2656 BANDUNG 2019-06-23 23:13:39 9.8 0.87 9.47 15.42 38.304 392.52 252.263 0 0 0 2.18 0 21.8 100 0 12 10 BAIK 
2657 BANDUNG 2019-06-23 23:23:39 10.91 0.85 5.88 12.41 34.512 393.68 252.392 0 0 0 11.72 0 21.5 100 0.075 12 12 BAIK 
2658 BANDUNG 2019-06-23 23:33:38 7.1 0.78 13.61 7.13 47.406 394.32 252.382 0 0 0 1.02 0 21.3 100 0.075 12 8 BAIK 
2659 BANDUNG 2019-06-23 23:43:39 1.17 0.78 16.85 19.19 24.272 383.41 252.437 0 0 0 14.54 0 19.2 96.9 0 12 15 BAIK 
2660 BANDUNG 2019-06-23 23:53:39 7.57 0.73 13.97 15.42 2.275 386.65 252.354 0 0 0 7.9 0 21.4 100 0 12 10 BAIK 
2661 BANDUNG 2019-06-24 00:03:39 30.61 0.64 13.25 10.3 42.096 395.33 252.428 0 0 0 5.14 0 21.3 100 0 12 13 BAIK 
2662 BANDUNG 2019-06-24 00:13:40 28.71 0.59 11.99 18.89 38.304 385.97 252.623 0 0 0 7.91 0 21.2 90 0.15 12 12 BAIK 
2663 BANDUNG 2019-06-24 00:23:38 14.99 0.61 10.55 9.09 48.164 383.58 252.677 0 0 0 7.33 0 21.1 100 0 12 7 BAIK 
2664 BANDUNG 2019-06-24 00:33:38 0.85 0.49 6.77 12.41 37.166 403.86 252.625 0 0 0 0.63 0 21.2 100 0.075 12 8 BAIK 
2665 BANDUNG 2019-06-24 00:43:39 3.23 0.55 17.93 19.04 42.855 403.34 252.597 0 0 0 12.21 0 21.3 100 0 12 12 BAIK 
2666 BANDUNG 2019-06-24 00:53:39 15.2 0.43 15.05 3.06 39.442 381.09 252.568 0 0 0 2.52 0 19.4 88.9 0 12 6 BAIK 
2667 BANDUNG 2019-06-24 01:03:39 2.12 0.34 12.89 10.3 34.512 401.72 252.574 0 0 0 4.54 0 21.6 97.5 0 12 6 BAIK 
2668 BANDUNG 2019-06-24 01:13:39 10.59 0.28 20.98 15.57 52.715 401.11 252.662 0 0 0 6.83 0 19.5 96.2 0 12 10 BAIK 
2669 BANDUNG 2019-06-24 01:23:38 22.83 0.19 14.51 14.82 44.751 396.57 252.521 0 0 0 9.94 0 21.7 86.7 0 12 10 BAIK 
2670 BANDUNG 2019-06-24 01:29:20 3.44 0.52 14.69 1.11 41.338 404.99 505.003 0 0 0 4.47 0 43.3 194 0 5 5 BAIK 
2671 BANDUNG 2019-06-24 01:43:39 19.81 0.21 13.07 9.09 64.851 403.85 252.779 0 0 0 13.21 0 19.4 87.1 0 12 13 BAIK 
2672 BANDUNG 2019-06-24 01:53:39 7.26 0.23 14.33 12.56 36.408 401.01 252.671 0 0 0 13.13 0 21.3 98 0 12 13 BAIK 
2673 BANDUNG 2019-06-24 02:03:39 12.18 0.16 18.28 25.37 36.408 403.52 252.8 0 0 0 9.74 0 21 100 0 12 16 BAIK 
2674 BANDUNG 2019-06-24 02:13:39 10.12 0.21 3 8.19 50.44 406.55 252.784 0 0 0 5.59 0 20.9 100 0 12 6 BAIK 
2675 BANDUNG 2019-06-24 02:23:39 2.91 0.16 15.05 12.41 48.544 394.46 252.906 0 0 0 5.24 0 20.6 100 0 12 8 BAIK 
2676 BANDUNG 2019-06-24 02:33:39 11.39 0.11 13.43 17.38 43.993 402.16 252.898 0 0 0 8.79 0 20.4 100 0 12 11 BAIK 
2677 BANDUNG 2019-06-24 02:43:39 0.85 0.01 17.21 11.96 48.923 393.05 252.897 0 0 0 15.94 0 20.4 100 0 7 16 BAIK 
2678 BANDUNG 2019-06-24 02:53:39 1.54 0.07 1.92 21.15 44.372 397.13 253.035 0 0 0 8.55 0 20.4 100 0 2 13 BAIK 
2679 BANDUNG 2019-06-24 03:03:39 12.66 0.04 15.41 9.29 86.468 393.43 253.29 0 0 0 8.21 0 20.7 99.7 0 2 8 BAIK 
2680 BANDUNG 2019-06-24 03:13:38 30.93 0.07 13.79 12.26 36.029 379.19 253.058 0 0 0 4.87 0 20.7 100 0 2 13 BAIK 
2681 BANDUNG 2019-06-24 03:23:39 9.64 0.09 6.42 10 44.751 406.62 253.025 0 0 0 1.32 0 20.6 100 0 2 6 BAIK 
2682 BANDUNG 2019-06-24 03:33:39 6.78 0.02 12.71 6.98 51.578 400.77 253.105 0 0 0 9.23 0 20.5 100 0 2 9 BAIK 
2683 BANDUNG 2019-06-24 03:43:39 0.74 0.03 15.77 7.89 34.132 398.31 253.013 0 0 0 12.25 0 20.3 100 0 2 12 BAIK 
2684 BANDUNG 2019-06-24 03:53:39 9.8 0 16.85 15.57 48.544 384.25 253.138 0 0 0 18.13 0 20 79.2 0.075 2 18 BAIK 
2685 BANDUNG 2019-06-24 04:03:38 7.73 0.02 15.23 11.96 40.959 385.46 253.111 0 0 0 8.38 0 19.7 97.9 0 2 8 BAIK 
2686 BANDUNG 2019-06-24 04:13:38 7.26 0.02 11.99 16.78 40.2 397.76 253.276 0 0 0 5.59 0 19.4 99.7 0 2 10 BAIK 
2687 BANDUNG 2019-06-24 04:23:39 16.31 0.02 9.29 4.17 47.785 405.64 253.594 0 0 0 11.05 0 19.7 100 0 2 11 BAIK 
2688 BANDUNG 2019-06-24 04:33:39 6.62 0.06 25.66 29.64 63.714 406.56 253.587 0 0 0 1.95 0 17.7 96.6 0 2 19 BAIK 
2689 BANDUNG 2019-06-24 04:43:39 11.65 0.03 10.19 44.05 47.406 384.72 253.689 0 0 0 3.49 0 19.6 100 0 2 28 BAIK 
2690 BANDUNG 2019-06-24 04:53:38 8.53 0.05 20.08 17.98 44.372 387.38 253.658 0 0 0 4.42 0 20 96.3 0 2 11 BAIK 
2691 BANDUNG 2019-06-24 05:03:38 1.85 0.06 11.81 13.61 58.404 397.55 253.676 0 0 0 2.66 0 18.1 95.1 0 2 9 BAIK 
2692 BANDUNG 2019-06-24 05:13:39 6.94 0.11 20.98 21.5 42.476 380.85 253.629 0 0 0 5.11 0 20.1 95.6 0 2 13 BAIK 
2693 BANDUNG 2019-06-24 05:23:39 15.2 0.1 24.58 1.91 25.03 390.59 253.578 0 0 0 6.71 0 20.3 95.3 0 2 7 BAIK 
2694 BANDUNG 2019-06-24 05:33:39 13.14 0.05 25.12 28.98 50.061 386.29 253.569 0 0 0 4.28 0 20.3 94 0 2 18 BAIK 
2695 BANDUNG 2019-06-24 05:43:38 7.26 0.05 15.59 20.39 81.538 392.27 253.452 0 0 0 5.86 0 20.2 90.5 0 2 13 BAIK 
2696 BANDUNG 2019-06-24 05:53:38 7.89 0.07 9.83 9.69 56.887 386.26 253.549 0 0 0 2.94 0 20.3 89.9 0 2 6 BAIK 
2697 BANDUNG 2019-06-24 06:03:38 9.16 0.05 6.95 13.01 47.027 406.63 253.41 0 0 0 1.16 0 20.2 90.7 0 2 8 BAIK 
2698 BANDUNG 2019-06-24 06:13:39 13.61 0.03 21.34 6.68 57.266 398.72 253.431 0 0 0 5.39 0 20.2 93.1 0 2 6 BAIK 
2699 BANDUNG 2019-06-24 06:23:39 0.27 0.1 10.91 27.63 8.723 406.99 253.554 0 0 0 7.54 0 20 94.7 0 2 17 BAIK 
2700 BANDUNG 2019-06-24 06:33:39 10.91 0.04 24.76 2.31 55.37 405.69 253.585 0 0 0 1.82 0 19.9 86.5 0 2 5 BAIK 
2701 BANDUNG 2019-06-24 06:43:39 2.28 0.11 5.52 40.44 58.025 390.49 253.412 0 0 0 14.52 0 20 91.3 0 2 25 BAIK 
2702 BANDUNG 2019-06-24 06:53:39 15.36 0.2 15.59 4.72 49.681 384.35 253.558 0 0 0 1.42 0 20 93.4 0 2 6 BAIK 
2703 BANDUNG 2019-06-24 07:03:39 5.99 0.2 22.42 15.87 56.887 409.11 253.431 0 0 0 4.28 0 20.2 96 0 2 10 BAIK 
2704 BANDUNG 2019-06-24 07:13:38 6.46 0.24 13.61 13.31 51.198 388.49 253.268 0 0 0 11.19 0 20.4 93.6 0.075 2 11 BAIK 
2705 BANDUNG 2019-06-24 07:23:38 5.51 0.19 13.25 9.24 50.061 381.75 253.531 0 0 0 1.29 0 20.6 82.1 0.45 2 6 BAIK 
2706 BANDUNG 2019-06-24 07:33:39 1.96 0.32 7.49 25.37 36.787 384.4 253.299 0 0 0 1.65 0 20.9 87.9 0 2 16 BAIK 
2707 BANDUNG 2019-06-24 07:43:39 2.17 0.35 18.82 16.63 42.476 389.6 253.483 0 0 0 2.31 0 20.9 88.3 0.525 7 10 BAIK 
2708 BANDUNG 2019-06-24 07:50:04 9.96 0.31 26.92 2.91 61.438 393.56 253.294 0 0 0 12.49 0 21.3 87.5 0 1 12 BAIK 
2709 BANDUNG 2019-06-24 08:03:39 8.37 0.43 5.7 13.46 52.715 383.87 253.328 0 0 0 1.2 0 21.7 87.3 0 5 8 BAIK 
2710 BANDUNG 2019-06-24 08:13:38 0.11 0.36 19.36 15.12 45.13 397.31 253.253 0 0 0 14.97 0 21.9 76.8 0 5 15 BAIK 
2711 BANDUNG 2019-06-24 08:23:39 3.39 0.31 29.26 15.27 49.681 391.85 253.294 0 0 0 0.09 0 22.5 82.8 0.375 7 10 BAIK 
2712 BANDUNG 2019-06-24 08:33:39 7.73 0.3 19 14.22 42.855 408.62 253.113 0 0 0 1.68 0 23.2 79.5 1.5 5 9 BAIK 
2713 BANDUNG 2019-06-24 08:43:39 6.09 0.33 23.68 7.43 46.647 383.41 252.947 0 0 0 11.28 0 23.4 76.3 2.925 6 11 BAIK 
2714 BANDUNG 2019-06-24 08:53:39 12.34 0.17 11.27 6.08 45.51 382.55 252.113 0 0 0 13.55 0 23.8 75.6 1.2 5 14 BAIK 
2715 BANDUNG 2019-06-24 09:03:38 22.03 0.05 27.1 6.53 39.063 391.02 252.058 0 0 0 7.2 0 23.7 75.5 0 7 9 BAIK 
2716 BANDUNG 2019-06-24 09:09:26 19.17 0.26 15.23 0.85 35.27 387.14 755.944 0 0 0 2.35 0 75.2 212.5 0 3 8 BAIK 
2717 BANDUNG 2019-06-24 09:23:39 9.8 0.15 17.03 0.4 43.613 392.14 251.593 0 0 0 2.7 0 24.6 72.9 1.2 6 4 BAIK 
2718 BANDUNG 2019-06-24 09:33:39 6.78 0.13 11.63 11.35 23.513 404.46 251.616 0 0 0 0.99 0 25 71.4 1.8 5 7 BAIK 
2719 BANDUNG 2019-06-24 09:43:39 4.87 0.1 23.86 10 29.202 402.38 251.754 0 0 0 13.19 0 25.7 68.2 2.925 7 13 BAIK 
2720 BANDUNG 2019-06-24 09:53:38 2.17 0.04 19 0.7 33.374 405.85 251.43 0 0 0 14.49 0 25.5 68 3 5 14 BAIK 
2721 BANDUNG 2019-06-24 10:03:38 9.48 0.07 8.93 9.85 39.442 380.9 251.296 0 0 0 5.21 0 25.9 66.3 0 5 6 BAIK 
2722 BANDUNG 2019-06-24 10:13:38 1.54 0.06 22.96 8.79 38.683 392.81 251.328 0 0 0 2.1 0 26.2 66 0 5 5 BAIK 
2723 BANDUNG 2019-06-24 10:23:39 17.27 0.08 11.99 8.64 38.304 386.14 251.143 0 0 0 2.5 0 27.7 60.3 0 8 7 BAIK 
2724 BANDUNG 2019-06-24 10:33:39 7.26 0.06 19.72 4.42 28.064 401.83 251.404 0 0 0 18.76 0 27.8 59.8 3.975 9 19 BAIK 
2725 BANDUNG 2019-06-24 10:43:38 2.97 0.04 18.46 4.27 29.581 383.95 251.452 0 0 0 4.59 0 27.3 60.3 0 7 5 BAIK 
2726 BANDUNG 2019-06-24 10:53:38 27.6 0.03 26.02 7.74 32.236 391.37 251.465 0 0 0 6.59 0 27.8 57.9 2.85 6 12 BAIK 
2727 BANDUNG 2019-06-24 11:03:38 3.71 0.11 16.85 14.22 36.029 389.38 251.515 0 0 0 10.29 0 28.1 54.9 1.5 4 10 BAIK 
2728 BANDUNG 2019-06-24 11:13:39 7.73 0.05 30.69 4.42 36.029 396.75 251.776 0 0 0 0.88 0 29 52.6 0 4 5 BAIK 
2729 BANDUNG 2019-06-24 11:23:39 3.39 0.11 18.46 11.05 30.719 382.77 251.283 0 0 0 8.92 0 28.3 50.9 4.5 6 9 BAIK 
2730 BANDUNG 2019-06-24 11:33:38 0.21 0.05 17.21 1.11 30.719 379.17 251.366 0 0 0 0.27 0 29.2 48.4 4.575 3 3 BAIK 
2731 BANDUNG 2019-06-24 11:43:38 17.74 0 2.22 5.02 24.272 396.01 251.598 0 0 0 7.19 0 28.4 48.3 2.1 9 7 BAIK 
2732 BANDUNG 2019-06-24 11:53:38 14.57 0.06 8.93 3.22 25.789 398.14 251.378 0 0 0 9.04 0 28.9 46.3 4.125 2 9 BAIK 
2733 BANDUNG 2019-06-24 12:03:38 0.85 0.13 15.23 1.46 31.478 406.02 251.363 0 0 0 1.52 0 29.5 44.3 0.3 12 3 BAIK 
2734 BANDUNG 2019-06-24 12:13:39 14.67 0.02 33.39 3.52 16.308 399.94 251.444 0 0 0 2.11 0 30.6 41.6 0 8 6 BAIK 
2735 BANDUNG 2019-06-24 12:23:38 24.74 0.03 16.31 9.54 25.789 399.58 251.598 0 0 0 2.13 0 31.4 39.6 4.35 12 10 BAIK 
2736 BANDUNG 2019-06-24 12:33:38 13.14 0.14 12.53 2.01 17.825 380.13 251.925 0 0 0 4.86 0 30.8 41.6 0 12 5 BAIK 
2737 BANDUNG 2019-06-24 12:43:38 14.41 0.17 9.65 2.91 19.721 402.32 251.968 0 0 0 0.55 0 28.8 45.1 0 13 6 BAIK 
2738 BANDUNG 2019-06-24 12:53:38 14.73 0.13 8.57 4.32 39.063 400.83 251.906 0 0 0 2.61 0 28.7 48.6 3.225 12 6 BAIK 
2739 BANDUNG 2019-06-24 13:03:39 11.39 0.08 22.78 1.56 20.1 386.52 251.692 0 0 0 3.43 0 27.8 53.8 3.9 13 5 BAIK 
2740 BANDUNG 2019-06-24 13:13:39 5.67 0.23 26.02 7.13 12.136 407.81 251.689 0 0 0 1.61 0 29.2 51.6 3.225 14 5 BAIK 
2741 BANDUNG 2019-06-24 13:23:38 3.28 0.27 4.26 4.12 24.651 384.66 251.617 0 0 0 8.2 0 31.3 44.2 5.925 13 8 BAIK 
2742 BANDUNG 2019-06-24 13:33:38 10.28 0.38 8.39 1.86 24.272 401.86 251.695 0 0 0 13.64 0 30.9 46.8 4.575 12 14 BAIK 
2743 BANDUNG 2019-06-24 13:43:38 14.73 0.31 0.3 2.21 33.753 394.71 251.723 0 0 0 0.9 0 31.3 46.4 5.4 13 6 BAIK 
2744 BANDUNG 2019-06-24 13:53:38 16.31 0.37 2.22 2.66 26.168 391.41 251.742 0 0 0 17.6 0 30.7 47 0.75 12 18 BAIK 
2745 BANDUNG 2019-06-24 14:03:39 15.04 0.16 9.95 4.72 17.825 383.84 251.524 0 0 0 1.96 0 30 50.4 0.75 13 6 BAIK 
2746 BANDUNG 2019-06-24 14:13:38 8.85 0.37 3.66 4.12 33.374 383.49 251.626 0 0 0 1.09 0 29.7 50.4 3.975 15 4 BAIK 
2747 BANDUNG 2019-06-24 14:23:38 3.13 0.33 31.77 5.93 17.445 385.07 251.536 0 0 0 15.13 0 30.1 50.4 3.075 13 15 BAIK 
2748 BANDUNG 2019-06-24 14:33:38 12.02 0.46 12.17 0.2 18.204 387.96 251.439 0 0 0 2.15 0 30.1 51.9 0.075 13 5 BAIK 
2749 BANDUNG 2019-06-24 14:43:39 0.21 0.44 20.62 3.72 22.376 381.58 251.502 0 0 0 9.07 0 30 51.2 5.55 13 9 BAIK 
2750 BANDUNG 2019-06-24 14:53:39 9 0.38 20.08 5.32 29.581 390.52 251.504 0 0 0 4.01 0 30.1 51.3 8.475 13 4 BAIK 
2751 BANDUNG 2019-06-24 15:03:38 9 0.33 26.56 2.31 16.308 407.98 251.541 0 0 0 0.9 0 29.8 52 5.25 13 5 BAIK 
2752 BANDUNG 2019-06-24 15:13:38 6.78 0.42 8.93 4.12 14.032 409.52 251.358 0 0 0 10.79 0 29.3 51.7 6.225 11 11 BAIK 
2753 BANDUNG 2019-06-24 15:23:38 3.55 0.3 29.26 16.48 15.17 385.95 251.34 0 0 0 2.13 0 28.8 54.1 1.575 11 10 BAIK 
2754 BANDUNG 2019-06-24 15:33:38 8.53 0.19 21.88 1.16 18.204 380.69 251.299 0 0 0 1.72 0 28.6 54.5 0 11 4 BAIK 
2755 BANDUNG 2019-06-24 15:43:39 8.69 0.27 18.46 0.95 19.342 404.93 251.503 0 0 0 5.69 0 28.4 54.2 0 10 6 BAIK 
2756 BANDUNG 2019-06-24 15:53:39 15.36 0.28 20.8 11.96 20.479 399.02 251.612 0 0 0 9.76 0 27.5 57.3 0.3 6 10 BAIK 
2757 BANDUNG 2019-06-24 16:03:38 2.33 0.2 17.03 8.19 20.859 387.09 251.724 0 0 0 12.18 0 27.5 57 0 1 12 BAIK 
2758 BANDUNG 2019-06-24 16:13:38 13.29 0.09 15.41 2.81 37.925 401.97 251.861 0 0 0 1.26 0 27.1 57.6 0.3 2 6 BAIK 
2759 BANDUNG 2019-06-24 16:23:38 17.9 0.25 11.09 12.41 25.03 400.34 251.742 0 0 0 11.15 0 27.3 57.6 0 1 11 BAIK 
2760 BANDUNG 2019-06-24 16:33:38 4.66 0.27 15.95 10.3 37.925 386.89 252.081 0 0 0 1.65 0 27.1 57.7 0 1 6 BAIK 
2761 BANDUNG 2019-06-24 16:43:39 5.67 0.23 11.99 2.01 38.304 398.75 252.1 0 0 0 13.24 0 27.1 58.2 0.225 3 13 BAIK 
2762 BANDUNG 2019-06-24 16:53:38 2.81 0.11 12.17 3.82 32.615 390.82 251.831 0 0 0 0.62 0 26.9 59 3.375 15 2 BAIK 
2763 BANDUNG 2019-06-24 17:03:38 4.82 0.13 10.01 8.04 32.995 406.31 251.435 0 0 0 7.06 0 26.8 60.2 0 0 7 BAIK 
2764 BANDUNG 2019-06-24 17:13:38 7.1 0.26 16.49 9.24 37.546 385.65 251.977 0 0 0 10.05 0 26.2 61 3.075 2 10 BAIK 
2765 BANDUNG 2019-06-24 17:23:38 15.2 0.09 10.73 11.05 24.651 402.48 251.96 0 0 0 3.23 0 26.2 61.6 0 0 7 BAIK 
2766 BANDUNG 2019-06-24 17:33:38 11.07 0.29 11.63 10 24.651 382.74 251.942 0 0 0 9.46 0 26.1 63 0 0 9 BAIK 
2767 BANDUNG 2019-06-24 17:43:38 6.78 0.38 17.57 7.43 42.476 393.19 251.906 0 0 0 1.16 0 25.8 66.1 0.75 0 5 BAIK 
2768 BANDUNG 2019-06-24 17:53:38 6.94 0.21 4.44 14.22 31.478 396.32 251.874 0 0 0 13.02 0 25.5 69.2 0 1 13 BAIK 
2769 BANDUNG 2019-06-24 18:00:35 7.42 0.26 17.03 12.11 43.613 390.23 252.026 0 0 0 5.12 0 25.4 70.6 0 1 8 BAIK 
2770 BANDUNG 2019-06-24 18:13:38 12.5 0.25 7.49 11.35 31.857 402.76 251.8 0 0 0 3.73 0 25.3 71.4 0 1 7 BAIK 
2771 BANDUNG 2019-06-24 18:23:38 11.23 0.22 17.57 5.63 38.683 394.56 251.761 0 0 0 7.94 0 25.2 72.8 0 1 8 BAIK 
2772 BANDUNG 2019-06-24 18:33:38 6.46 0.23 16.31 9.24 40.2 389.61 251.822 0 0 0 1.4 0 25.1 73.2 0.075 1 6 BAIK 
2773 BANDUNG 2019-06-24 18:43:38 13.29 0.24 11.81 10 42.096 399.48 251.879 0 0 0 6.7 0 25.1 73.1 1.5 1 7 BAIK 
2774 BANDUNG 2019-06-24 18:53:38 5.83 0.25 10.19 8.64 39.821 393.33 251.94 0 0 0 18.03 0 25.2 71.9 0 14 18 BAIK 
2775 BANDUNG 2019-06-24 19:03:38 3.44 0.35 20.62 11.65 50.061 379.48 251.633 0 0 0 3.14 0 24.9 75.5 0.225 13 7 BAIK 
2776 BANDUNG 2019-06-24 19:13:38 12.66 0.42 10.37 6.83 41.338 397.78 251.85 0 0 0 2.73 0 24.6 76.9 0 10 5 BAIK 
2777 BANDUNG 2019-06-24 19:23:38 9.64 0.36 19.54 8.04 39.063 394.83 251.791 0 0 0 0.53 0 24.3 79 0 7 5 BAIK 
2778 BANDUNG 2019-06-24 19:33:38 5.77 0.24 16.31 11.05 39.821 380.21 251.62 0 0 0 2.67 0 24 81 0 5 7 BAIK 
2779 BANDUNG 2019-06-24 19:43:38 11.23 0.32 12.17 20.7 51.957 381.22 251.705 0 0 0 8.91 0 23.7 82.6 0.225 5 13 BAIK 
2780 BANDUNG 2019-06-24 19:53:38 14.25 0.09 3.9 6.38 42.476 404.51 251.602 0 0 0 2.28 0 23.4 83.3 0 6 6 BAIK 
2781 BANDUNG 2019-06-24 20:03:38 2.81 0.15 19.18 13.91 48.544 384.66 251.911 0 0 0 7.1 0 23.5 83.8 0 5 9 BAIK 
2782 BANDUNG 2019-06-24 20:13:38 0.11 0.17 15.05 14.06 43.613 381.54 251.907 0 0 0 5.23 0 23.3 84.5 0.225 5 9 BAIK 
2783 BANDUNG 2019-06-24 20:23:38 11.39 0.14 13.97 9.09 40.959 406.69 251.856 0 0 0 2.5 0 23.2 84.4 0 5 6 BAIK 
2784 BANDUNG 2019-06-24 20:33:38 3.13 0.17 2.82 4.57 36.787 401.59 251.775 0 0 0 1.89 0 23 85.7 0.075 5 3 BAIK 
2785 BANDUNG 2019-06-24 20:43:38 8.95 0.16 16.13 11.96 18.962 383.82 251.919 0 0 0 9.15 0 22.9 86.6 0.075 5 9 BAIK 
2786 BANDUNG 2019-06-24 20:53:38 3.13 0.13 11.99 16.02 43.993 384.97 251.878 0 0 0 1.96 0 22.9 87 0 5 10 BAIK 
2787 BANDUNG 2019-06-24 21:03:38 25.37 0.1 12.89 8.49 37.166 405.02 252.232 0 0 0 11.51 0 22.8 88 0 5 12 BAIK 
2788 BANDUNG 2019-06-24 21:13:38 19.49 0.14 14.33 7.13 51.578 401.94 252.159 0 0 0 1.16 0 22.6 88.7 0 5 8 BAIK 
2789 BANDUNG 2019-06-24 21:23:38 6.78 0.15 9.83 5.78 48.544 408.35 252.017 0 0 0 8.32 0 22.4 89.4 0 5 8 BAIK 
2790 BANDUNG 2019-06-24 21:33:38 2.65 0.24 14.15 16.02 40.2 383.54 252.254 0 0 0 1.03 0 20.2 88.3 0.075 5 10 BAIK 
2791 BANDUNG 2019-06-24 21:43:38 8.69 0.21 17.75 8.34 45.889 387.69 252.163 0 0 0 2.11 0 22.4 88.4 0 5 5 BAIK 
2792 BANDUNG 2019-06-24 21:53:38 6.94 0.14 11.99 15.27 53.095 395.27 252.281 0 0 0 2.54 0 22.2 88.3 0 5 10 BAIK 
2793 BANDUNG 2019-06-24 22:03:38 5.67 0.19 13.97 11.05 21.617 402.18 252.612 0 0 0 1.61 0 22.1 90.2 0 5 7 BAIK 
2794 BANDUNG 2019-06-24 22:13:38 6.78 0.2 13.07 7.89 49.302 399.8 252.581 0 0 0 7.3 0 22.1 88.4 0.075 5 7 BAIK 
2795 BANDUNG 2019-06-24 22:23:38 11.39 0.18 15.59 10.3 46.268 398.65 252.235 0 0 0 1.32 0 21.9 90.5 0 5 6 BAIK 
2796 BANDUNG 2019-06-24 22:33:38 1.85 0.35 10.37 8.79 55.749 382.58 252.284 0 0 0 4.62 0 21.7 91.3 0 5 5 BAIK 
